#Entry,Positiv,Negativ,Strong,Weak
A,,,,
ROOM#1,,,,
ROOM#2,,,,
ROOM#3,,,,
ROOM#4,,,,
ROOM#5,,,,
ROOMMATE,,,,
ROOSEVELT,,,,
ROOT#1,,,Strong,
ROOT#2,,,Strong,
ROOT#3,,,,
ROOT#4,,Negativ,Strong,
ROPE#1,,,,
ROPE#2,,,,
ROSE#1,,,Strong,
ROSE#2,,,Strong,
ROSE#3,,,,
ROSY,Positiv,,,
ROT,,Negativ,,
ROTTEN,,Negativ,,
ROUGE,,,,
ROUGH#1,,Negativ,,
ROUGH#2,,,,
ROUGH#3,,,,
ROUGHNESS,,Negativ,Strong,
ROUND#1,,,,
ROUND#2,,,,
ROUND#3,,,,
ROUND#4,Positiv,,,
ROUND#5,,,,
ROUND#6,,,,
ROUND#7,,,,
ROUND#8,,,,
ROUND#9,,,,
ROUNDABOUT,,Negativ,,
ROUSE,Positiv,,,
ROUTE,,,,
ROUTINE,,,,
ROW#1,,,,
ROW#2,,,,
ROYAL,,,Strong,
ROYALTY,,,Strong,
RUB#1,,,,
RUB#2,,,,
RUBBER,,,,
RUBBISH,,Negativ,,
RUDE,,Negativ,,
RUE,,Negativ,,
RUFFIAN,,Negativ,,
RUG,,,,
RUGGED,,,Strong,
RUIN#1,,Negativ,,Weak
RUIN#2,,Negativ,Strong,
RUIN#3,,Negativ,,Weak
RUIN#4,,Negativ,,
RUINOUS,,Negativ,,
RULE#1,,,Strong,
RULE#2,,,Strong,
RULE#3,,,Strong,
RULE#4,,,Strong,
RULE#5,,,,
RULE#6,,,,
RULER,,,,
RUMANIA,,,,
RUMOR,,Negativ,,
RUMPLE,,Negativ,,
RUN#1,,,,
RUN#2,,,Strong,
RUN#3,,,,
RUN#4,,Negativ,,
RUN#5,,Negativ,,Weak
RUN#6,,,,Weak
RUN#7,,,,
RUN#8,,,,
RUN#9,,,,
RUN#_10,,,,
RUN#_11,,,,
RUN#_12,,,,
RUN#_13,,,,
RUNAWAY,,Negativ,,Weak
RUNNER,,,,
RUPTURE#1,,Negativ,,
RUPTURE#2,,Negativ,,Weak
RURAL,,,,
RUSH#1,,,,
RUSH#2,,,,
RUSH#3,,,,
RUSSIA,,,,
RUSSIAN,,,,
RUSTY,,Negativ,,Weak
RUTHLESS,,Negativ,,
RUTHLESSNESS,,Negativ,,
RWANDA,,,,
SABOTAGE,,Negativ,,
SACRED,Positiv,,,
SACRIFICE#1,,,,
SACRIFICE#2,,,,
SAD,,Negativ,,
SADNESS,,Negativ,,
SAFE#1,Positiv,,,
SAFE#2,Positiv,,,
SAFE#3,Positiv,,,
SAFE#4,Positiv,,,
SAFEGUARD,Positiv,,,
SAFETY#1,,,,
SAFETY#2,Positiv,,,
SAG,,Negativ,,Weak
SAGA,,,,
SAGACITY,Positiv,,Strong,
SAGE,Positiv,,Strong,
SAID#1,,,,
SAID#2,,,,
SAIL#1,,,,
SAIL#2,,,,
SAINT,Positiv,,,
SAKE,,,,
SALAMI,,,,
SALARY,,,,
SALE,,,,
SALESMAN,,,,
SALESMANSHIP,,,,
SALESMEN,,,,
SALINE,,,,
SALT,,,,
SALUTARY,Positiv,,,
SALUTATION,Positiv,,,
SALUTE,Positiv,,,
SALVAGE,,,,
SALVATION,Positiv,,,
SAME,,,,
SAMPLE#1,,,,
SAMPLE#2,,,,
SANCTIFY,Positiv,,,
SANCTION#1,,,Strong,
SANCTION#2,,,Strong,
SANCTITY,,,,
SANCTUARY,Positiv,,,
SAND,,,,
SANDY,,,,
SANE,Positiv,,,
SANG,,,,
SANGUINE,Positiv,,,
SANITARY,Positiv,,,
SANITATION,,,,
SANITY,Positiv,,,
SANK,,Negativ,,Weak
SANS,,,,
SAP,,Negativ,,Weak
SARCASM,,Negativ,,
SARCASTIC,,Negativ,,
SARDINIA,,,,
SAT#1,,,,
SATELLITE,,,,
SATIRE,,,,
SATISFACTION,Positiv,,,
SATISFACTORILY,Positiv,,,
SATISFACTORY,Positiv,,,
SATISFY#1,Positiv,,Strong,
SATISFY#2,Positiv,,,
SATISFY#3,Positiv,,Strong,
SATURDAY,,,,
SAVAGE,,Negativ,,
SAVE#1,Positiv,,Strong,
SAVE#2,,,,
SAVE#3,,,,
SAVE#4,,,,
SAVINGS,Positiv,,,
SAVOR,Positiv,,,
SAVVY,Positiv,,Strong,
SAW#1,,,,
SAW#2,,,,
SAW#3,,,,
SAW#4,,,,
SAY#1,,,,
SAY#2,,,,
SAY#3,,,,
SAY#4,,,Strong,
SAY#5,,,,
SAY#6,,,,
SAY#7,,,,
SCALD,,Negativ,,
SCALE#1,,,,
SCALE#2,,,,
SCAMPER,Positiv,,,
SCANDAL,,Negativ,,
SCANDALOUS,,Negativ,,
SCANT,,,,Weak
SCAPEGOAT,,Negativ,,Weak
SCAR,,Negativ,,Weak
SCARCE,,,,Weak
SCARCELY,,,,Weak
SCARCITY,,Negativ,,
SCARE#1,,Negativ,Strong,
SCARE#2,,Negativ,,Weak
SCARE#3,,,,
SCARED#1,,Negativ,,Weak
SCARED#2,,Negativ,Strong,
SCARY,,Negativ,,
SCATTER,,,Strong,
SCENE,,,,
SCENERY,,,,
SCEPTICAL#1,,,,
SCHEDULE#1,,,,
SCHEDULE#2,,,,
SCHEMATICALLY,,,,
SCHEME#1,,Negativ,,
SCHEME#2,,Negativ,,
SCHOLAR,,,,
SCHOLARSHIP,,,,
SCHOLASTIC,,,,
SCHOOL#1,,,,
SCHOOL#2,,,,
SCHOOL#3,,,,
SCHOOL#4,,,,
SCHOOLROOM,,,,
SCIENCE#1,,,,
SCIENCE#2,,,,
SCIENTIFIC,,,,
SCIENTIST,,,,
SCOFF,,Negativ,,
SCOLD#1,,Negativ,,
SCOLD#2,,Negativ,,
SCOPE,,,,
SCORCH,,Negativ,,
SCORE#1,,,,
SCORE#2,,,,
SCORN,,Negativ,,
SCORNFUL,,Negativ,,
SCOTLAND,,,,
SCOTTISH,,,,
SCOUNDREL,,Negativ,,
SCOWL,,Negativ,,
SCRAMBLE,,,,Weak
SCRAPE,,Negativ,,
SCRATCH,,,,Weak
SCRAWL,,,,Weak
SCREAM#1,,Negativ,,
SCREAM#2,,Negativ,,
SCREECH#1,,Negativ,,
SCREECH#2,,Negativ,,
SCREW#1,,,,
SCREW#2,,Negativ,,
SCRUB#1,,,,
SCRUB#2,,,,
SCRUPLES,Positiv,,,
SCRUPULOUS,Positiv,,,
SCRUTINIZE,,Negativ,,
SCRUTINY,,,,
SCUFFLE,,Negativ,,
SCULPTURE#1,,,,
SCULPTURE#2,,,,
SCUM,,Negativ,,
SEA,,,,
SEAL#1,,,,
SEAL#2,,,,
SEAMAN,,,,
SEAMEN,,,,
SEARCH#1,,,,
SEARCH#2,,,,
SEARCH#3,,,Strong,
SEARCHER,,,,
SEASHORE,,,,
SEASON,,,,
SEAT#1,,,,
SEAT#2,,,,
SEAT#3,,,,
SEAT#4,,,,
SEATO,,,,
SECEDE,,Negativ,,
SECESSION,,Negativ,,
SECOND#1,,,,
SECOND#2,,,,
SECOND#3,,,,
SECOND#4,,,Strong,
SECONDARY#1,,,,
SECONDARY#2,,,,
SECRECY,,Negativ,,
SECRET,,Negativ,,
SECRETARY#1,,,,
SECRETARY#2,,,,
SECT,,,,
SECTION,,,,
SECTOR,,,,
SECURE#1,,,Strong,
SECURE#2,Positiv,,,
SECURE#3,Positiv,,Strong,
SECURITY#1,Positiv,,,
SECURITY#2,Positiv,,,
SECURITY#3,,,,
SECURITY#4,,,,
SECURITY#5,,,,
SECURITY-COUNCIL,,,,
SEDAN,,,,
SEDENTARY,,Negativ,,
SEDIMENT,,,,
SEDITION,,,,
SEDITIOUS,,,,
SEDUCE,,,,
SEE,,,,
SEED,,,,
SEEK,,,,
SEEKER,,,,
SEEM#1,,,,
SEEM#2,,,,
SEEN,,,,
SEETHE,,Negativ,,
SEGMENT,,,,
SEGREGATION,,Negativ,,
SEIZE,,Negativ,Strong,
SELDOM,,,,
SELECT,,,,
SELECTION,,,,
SELECTIVE,Positiv,,,
SELF,,,,
SELF-CONTAINED,Positiv,,Strong,
SELF-DETERMINATION,,,,
SELF-GOVERNING,,,,
SELF-GOVERNMENT,,,,
SELF-RESPECT,Positiv,,,
SELFISH,,Negativ,,
SELFISHNESS,,Negativ,,
SELL#1,,,,
SELL#2,,,,
SELLER,,,,
SEMANTIC,,,,
SEMBLANCE,Positiv,,,
SEMESTER,,,,
SEMINARY,,,,
SENATE,,,Strong,
SENATOR,,,Strong,
SEND#1,,,,
SEND#2,,,,
SENEGAL,,,,
SENILE,,Negativ,,
SENIOR#1,,,,
SENIOR#2,,,Strong,
SENSATIONAL,Positiv,,Strong,
SENSE#1,,,,
SENSE#2,,,,
SENSE#3,Positiv,,,
SENSE#4,,,,
SENSE#5,Positiv,,,
SENSE#6,,,,
SENSE#7,,,,
SENSELESS,,Negativ,,
SENSIBLE,Positiv,,,
SENSITIVE,Positiv,,,
SENSITIVITY,Positiv,,,
SENSORY,,,,
SENT,,,,
SENTENCE#1,,,,
SENTENCE#2,,Negativ,Strong,
SENTIMENT,,,,Weak
SENTIMENTAL,,,,Weak
SEPARATE#1,,,,
SEPARATE#2,,,,
SEPARATE#3,,,,
SEPARATION,,,,
SEPTEMBER,,,,
SEQUENCE,,,,
SEQUESTER,,Negativ,,
SERENE,Positiv,,Strong,
SERGEANT,,,,
SERIES,,,,
SERIOUS,Positiv,,,
SERIOUSNESS,Positiv,,,
SERMON,,,,
SERUM,,,,
SERVANT,,,,
SERVE#1,,,,Weak
SERVE#2,,,,
SERVE#3,,,,
SERVE#4,,Negativ,,
SERVICE#1,,,,
SERVICE#2,,,,
SERVICE#3,,Negativ,,Weak
SERVICE#4,,,,
SERVICE#5,,,,
SERVICE#6,,,,
SERVICEMEN,,,,
SERVITUDE,,Negativ,,Weak
SESSION,,,,
SET#1,,,,
SET#10,,,,
SET#11,,,,
SET#2,,,,
SET#3,,,Strong,
SET#4,,,,
SET#5,,,,
SET#6,,,,
SET#7,,,,
SET#8,,,,
SET#9,,,,
SET#_10,,,,
SET#_11,,,,
SETTER,,,,
SETTLE#1,,,Strong,
SETTLE#2,,,Strong,
SETTLE#3,,,,
SETTLE#4,Positiv,,Strong,
SETTLEMENT,,,,
SETTLER,,,,
SETUP,,,,
SEVEN,,,,
SEVENTEEN,,,,
SEVENTEENTH#1,,,,
SEVENTH#1,,,,
SEVENTY,,,,
SEVER,,Negativ,,
SEVERAL#1,,,,
SEVERAL#2,,,,
SEVERE,,Negativ,Strong,
SEVERITY,,Negativ,Strong,
SEW,,,,
SEX,,,,
SEXUAL,,,,
SHABBY,,Negativ,,Weak
SHADE#1,,,,
SHADE#2,,,,
SHADOW#1,,,,
SHADOW#2,,Negativ,,
SHADY,,Negativ,,
SHAFT#1,,,,
SHAFT#2,,,,
SHAGGY,,Negativ,,
SHAKE#1,,Negativ,,
SHAKE#2,,,,
SHAKEN#1,,,,
SHAKER,,,,
SHALL,,,,
SHALLOW,,Negativ,,Weak
SHAME,,Negativ,,
SHAMEFUL,,Negativ,,
SHAMELESS,,Negativ,,
SHAPE#1,,,,
SHAPE#2,,,Strong,
SHAPE#3,,,,
SHAPELY,,,,
SHARE#1,Positiv,,,
SHARE#2,,,,
SHARE#3,Positiv,,,
SHARE#4,Positiv,,,
SHARK,,Negativ,,
SHARP,,,Strong,
SHARPEN,,,,
SHATTER,,,Strong,
SHE,,,,
SHED#1,,,,
SHED#2,,,,
SHEEP,,,,
SHEER,,,,
SHEET,,,,
SHELF,,,,
SHELL#1,,,Strong,
SHELL#2,,Negativ,Strong,
SHELL#3,,Negativ,Strong,
SHELTER#1,Positiv,,,
SHELTER#2,Positiv,,Strong,
SHELVES,,,,
SHERIFF,,,Strong,
SHIELD,Positiv,,,
SHIFT#1,,,,
SHIFT#2,,,,
SHIFT#3,,,Strong,
SHIFT#4,,,,
SHIFT#5,,,,Weak
SHINE#1,,,,
SHINE#2,,,,
SHINY,Positiv,,,
SHIP#1,,,,
SHIP#2,,,,
SHIP#3,,,,
SHIP#4,,,,
SHIPBUILDING,,,,
SHIPMENT,,,,
SHIPWRECK,,Negativ,,
SHIRK,,Negativ,,Weak
SHIRT,,,,
SHIVER,,Negativ,,
SHOCK#1,,Negativ,Strong,
SHOCK#2,,Negativ,Strong,
SHOCK#3,,Negativ,,Weak
SHOCK#4,,Negativ,Strong,
SHOCK#5,,Negativ,Strong,
SHODDY,,Negativ,,Weak
SHOE#1,,,,
SHOE#2,,,,
SHOOK#1,,,,
SHOOT#1,,Negativ,Strong,
SHOOT#2,,,,
SHOOT#3,,Negativ,Strong,
SHOOT#4,,,,
SHOOT#5,,,,
SHOOT#6,,Negativ,,
SHOOT#7,,,Strong,
SHOP#1,,,,
SHOP#2,,,,
SHOP#3,,,,
SHORE,,,,
SHORT#1,,,,
SHORT#2,,,,
SHORT#3,,,,
SHORT#4,,,,
SHORT#5,,Negativ,,Weak
SHORT#6,,,,
SHORT-TERM,,,,
SHORTAGE,,Negativ,,Weak
SHORTCOMING,,Negativ,,
SHORTEN,,,,
SHORTSIGHTED,,Negativ,,Weak
SHOT#1,,Negativ,Strong,
SHOT#2,,,,
SHOT#3,,,,
SHOT#4,,,,
SHOT#5,,,,
SHOULD,,,,
SHOULDER#1,,,,
SHOULDER#2,,,Strong,
SHOUT#1,,,,
SHOUT#2,,,,
SHOUT#3,,,,
SHOVE,,Negativ,,
SHOW#1,,,Strong,
SHOW#2,,,,
SHOW#3,,,Strong,
SHOW#4,,Negativ,,
SHOW#5,,,,
SHOWER#1,,,,
SHOWER#2,,,,
SHOWN#1,,,,
SHRANK,,,,Weak
SHRED,,Negativ,,
SHREW,,Negativ,,
SHREWD,Positiv,,Strong,
SHREWDNESS,Positiv,,Strong,
SHRIEK,,Negativ,Strong,
SHRILL,,Negativ,,
SHRINK,,,,Weak
SHRIVEL,,Negativ,,
SHROUD,,Negativ,,
SHRUG#1,,Negativ,,
SHRUG#2,,Negativ,,
SHRUNK,,,,Weak
SHUDDER#1,,,,
SHUDDER#2,,,,
SHUN,,Negativ,,
SHUT#1,,,Strong,
SHUT#2,,,,
SHUT#3,,,Strong,
SHUT#4,,,Strong,
SHUTTER,,,,
SHY,,,,Weak
SHYNESS,,Negativ,,Weak
SICK#1,,Negativ,,Weak
SICK#2,,Negativ,,Weak
SICK#3,,Negativ,,Weak
SICK#4,,Negativ,,
SICKLY,,Negativ,,Weak
SICKNESS,,Negativ,,Weak
SIDE#1,,,,
SIDE#2,,,,
SIDE#3,,,,
SIDE#4,,,,
SIDEWALK,,,,
SIEGE,,Negativ,,
SIGH#1,,,,
SIGH#2,,,,
SIGHT#1,,,,
SIGHT#2,,,,
SIGHT#3,,,,
SIGHT#4,,,,
SIGHT#5,,,,
SIGHT#6,,,,
SIGN#1,,,,
SIGN#2,,,,
SIGN#3,,,,
SIGN#4,,,,
SIGNAL#1,,,,
SIGNAL#2,,,,
SIGNATORY,,,,
SIGNATURE,,,,
SIGNER,,,,
SIGNIFICANCE,Positiv,,Strong,
SIGNIFICANT,Positiv,,Strong,
SIGNIFY,Positiv,,,
SILENCE,,,,
SILENT,,,,
SILHOUETTE,,,,
SILK,,,,
SILLY,,Negativ,,Weak
SILVER,,,,
SIMILAR#1,,,,
SIMILAR#2,,,,
SIMILARITY,,,,
SIMPLE#1,,,,
SIMPLE#2,,,,
SIMPLE#3,,,,
SIMPLE#4,,,,
SIMPLICITY,Positiv,,,
SIMPLIFY#1,Positiv,,,
SIMPLIFY#2,Positiv,,,
SIMPLISTIC,,Negativ,,Weak
SIMULATE#1,,,,
SIMULATE#2,,,,
SIN#1,,Negativ,,
SIN#2,,Negativ,,
SINCE#1,,,,
SINCE#2,,,,
SINCERE,Positiv,,,
SINCERITY,Positiv,,,
SINFUL,,Negativ,,
SING#1,,,,
SING#2,,,,
SINGAPORE,,,,
SINGER,,,,
SINGLE#1,,,,
SINGLE#2,,,,
SINGLY,,,,
SINISTER,,Negativ,,
SINK#1,,,,
SINK#2,,,,Weak
SIR,,,,
SISTER,,,,
SIT#1,,,,
SIT#2,,,,
SITE,,,,
SITTER,,,,
SITUATE,,,,
SITUATION,,,,
SIX,,,,
SIXTEEN,,,,
SIXTEENTH#1,,,,
SIXTH#1,,,,
SIXTY,,,,
SIZABLE,,,Strong,
SIZE#1,,,,
SIZE#2,,,,
SIZEABLE#1,,,,
SKEPTICAL,,Negativ,,
SKETCH,,,,
SKETCHY,,Negativ,,
SKI#1,,,,
SKI#2,,,,
SKIES,,,,
SKILFUL#1,,,,
SKILL#1,Positiv,,,
SKILL#2,Positiv,,,
SKILLFUL,Positiv,,,
SKIN#1,,,,
SKIN#2,,,,
SKIRMISH,,Negativ,,
SKIRT,,,,
SKULK,,Negativ,,
SKY,,,,
SKYLINE,,,,
SLACK,,,,
SLACKS,,,,
SLAM,,Negativ,Strong,
SLANDER,,Negativ,,
SLANDERER,,Negativ,,
SLANDEROUS,,Negativ,,
SLAP,,Negativ,,
SLASH,,Negativ,Strong,
SLAUGHTER,,Negativ,,
SLAVE#1,,,,Weak
SLAVE#2,,,,
SLAVERY,,,,
SLAYER,,Negativ,Strong,
SLEAZY,,Negativ,,Weak
SLEEK,Positiv,,,
SLEEP#1,,,,
SLEEP#2,,,,
SLEEP#3,,,,
SLEEPLESS,,Negativ,,
SLENDER,,,,Weak
SLEPT,,,,Weak
SLICE#1,,,,
SLICE#2,,,,
SLID,,,,
SLIDE#1,,,,
SLIDE#2,,,,
SLIGHT#1,,,,Weak
SLIGHT#2,,Negativ,,Weak
SLIGHT#3,,Negativ,,Weak
SLIGHT#4,,Negativ,,
SLIGHT#5,,Negativ,,
SLIM,,,,Weak
SLIME,,Negativ,,
SLIP#1,,,,
SLIP#2,,,,
SLIP#3,,,,
SLIPPER,,,,
SLOPPY,,Negativ,,Weak
SLOT,,,,
SLOTH,,Negativ,,Weak
SLOTHFUL,,Negativ,,Weak
SLOW#1,,,,
SLOW#2,,,,
SLOW#3,,,,
SLOW#4,,,,
SLOW#5,,,,
SLUG,,Negativ,,Weak
SLUGGISH,,Negativ,,Weak
SLUM,,,,
SLUMP,,Negativ,,
SLY,,Negativ,,
SMACK,,Negativ,,
SMALL#1,,,,Weak
SMALL#2,,,,Weak
SMALL#3,,,,Weak
SMART#1,Positiv,,Strong,
SMART#2,Positiv,,Strong,
SMART#3,,,,
SMART#4,Positiv,,Strong,
SMASH#1,,Negativ,Strong,
SMASH#2,,Negativ,Strong,
SMASH#3,,,Strong,
SMEAR,,Negativ,,
SMELL#1,,,,
SMELL#2,,,,
SMILE#1,Positiv,,,
SMILE#2,Positiv,,,
SMILE#3,Positiv,,,
SMILE#4,Positiv,,,
SMITTEN,Positiv,,,
SMOKE#1,,,,
SMOKE#2,,,,
SMOKE#3,,,,
SMOKER,,,,
SMOKY,,,,
SMOOTH#1,,,,
SMOOTH#2,,,,
SMOOTH#3,,,,
SMOOTH#4,,,,
SMOOTH#5,,,,
SMOTHER,,Negativ,,
SMUGGLE,,Negativ,,
SNACK,,,,
SNAKE,,,,
SNAP#1,,,,
SNAP#2,,,,
SNARE,,Negativ,,
SNARL,,Negativ,,
SNATCH,,Negativ,Strong,
SNEAK,,Negativ,,
SNEER,,Negativ,,
SNORE,,Negativ,,
SNOW#1,,,,
SNOW#2,,,,
SNOW#3,,,,
SO#1,,,,
SO#2,,,,
SO#3,,,,
SO#4,,,,
SO#5,,,,
SO#6,,,,
SOAR,,,Strong,
SOB,,Negativ,,
SOBER,Positiv,,Strong,
SOCIABLE,Positiv,,,
SOCIAL#1,,,,
SOCIAL#2,,,,
SOCIAL#3,,,,
SOCIAL#4,,,,
SOCIAL#5,,,,
SOCIALISM,,,,
SOCIALIST,,,,
SOCIETY,,,,
SOCIOLOGICAL,,,,
SOCIOLOGY,,,,
SOEVER,,,,
SOFT#1,,,,Weak
SOFT#2,,,,Weak
SOFT#3,,,,Weak
SOFT#4,,,,
SOFT#5,,,,Weak
SOFTNESS,Positiv,,,
SOIL,,,,
SOLACE,Positiv,,,
SOLAR,,,,
SOLD#1,,,,
SOLD#2,,,,
SOLD#3,,,,
SOLDIER,,,,
SOLE,,,,
SOLEMN,,,,
SOLICITOR,,,,
SOLID,,,Strong,
SOLIDARITY,,,Strong,
SOLIDITY,,,Strong,
SOLUTION,Positiv,,,
SOLVE,,,,
SOMALIA,,,,
SOMBER,,Negativ,,
SOME#1,,,,
SOME#2,,,,
SOMEBODY,,,,
SOMEHOW#1,,,,
SOMEHOW#2,,,,
SOMEONE,,,,
SOMETHING#1,,,,
SOMETHING#2,,,,
SOMETHING#3,,,,
SOMETIME#1,,,,
SOMETIME#2,,,,
SOMEWHAT,,,,
SOMEWHERE,,,,
SON,,,,
SONG,,,,
SOON#1,,,,
SOON#2,,,,
SOON#3,,,,
SOOTHE,Positiv,,,
SOPHISTICATED,Positiv,,,
SORE,,Negativ,,
SORENESS,,Negativ,,
SORROW,,Negativ,,Weak
SORROWFUL,,Negativ,,
SORRY#1,,Negativ,,Weak
SORRY#2,,Negativ,,Weak
SORT#1,,,,
SORT#2,,,,
SORT#3,,Negativ,,
SORT#4,,,,
SOUGHT,Positiv,,,
SOUL,,,,
SOUND#1,,,,
SOUND#2,,,,
SOUND#3,,,,
SOUND#4,Positiv,,Strong,
SOUND#5,,,Strong,
SOUND#6,Positiv,,Strong,
SOUND#7,,,,
SOUNDNESS,Positiv,,Strong,
SOUP,,,,
SOUR,,Negativ,,
SOURCE,,,Strong,
SOUTH#1,,,,
SOUTH#2,,,,
SOUTH-AMERICA,,,,
SOUTH-KOREA,,,,
SOUTH-VIETNAM,,,,
SOUTHEAST,,,,
SOUTHERN,,,,
SOUTHERNER,,,,
SOUTHWEST,,,,
SOVEREIGN,,,Strong,
SOVEREIGNTY,,,Strong,
SOVIET,,,,
SPACE#1,,,,
SPACE#2,,,,
SPAIN,,,,
SPAN#1,,,,
SPAN#2,,,,
SPANISH,,,,
SPANK,,Negativ,,
SPARE#1,,,,
SPARE#2,Positiv,,Strong,
SPARE#3,,,,
SPARK,,,,
SPARKLE,Positiv,,,
SPEAK#1,,,,
SPEAK#2,,,,
SPEAK#3,,,,
SPEAK#4,,,,
SPEAK#5,,,,
SPEAK#6,,,,
SPEAKER,,,,
SPEAR#1,,,,
SPEAR#2,,Negativ,Strong,
SPECIAL,Positiv,,,
SPECIALISATION#1,,,,
SPECIALIST,,,,
SPECIALIZATION,,,,
SPECIFIC#1,,,,
SPECIFIC#2,,,,
SPECIFICALLY,,,,
SPECIFICATION,,,,
SPECIFY,,,,
SPECTACLE,,,,
SPECTACULAR,Positiv,,Strong,
SPECTATOR,,,,
SPECULATE,,,,
SPECULATION,,,,
SPECULATIVE,,,,
SPEECH#1,,,,
SPEECH#2,,,,
SPEECH#3,,,,
SPEECHLESS,,,,Weak
SPEED#1,,,Strong,
SPEED#2,,,Strong,
SPEEDILY,Positiv,,,
SPEEDY,,,,
SPELL#1,,,,
SPELL#2,,,,
SPEND#1,,,,
SPEND#2,,,,
SPEND#3,,,,Weak
SPENT#1,,,,
SPILL,,Negativ,,
SPIN,,,,
SPINSTER,,Negativ,,
SPIRIT#1,,,,
SPIRIT#2,,,,
SPIRITUAL,,,,
SPIT#1,,,,
SPIT#2,,,,
SPITE#1,,,,
SPITE#2,,Negativ,,
SPITEFUL,,Negativ,,
SPLENDID,Positiv,,,
SPLENDOR,Positiv,,,
SPLIT#1,,,Strong,
SPLIT#2,,,,Weak
SPLIT#3,,Negativ,,
SPOIL,,Negativ,,
SPOKE#1,,,,
SPOKE#2,,,,
SPOKE#3,,,,
SPOKE#4,,,,
SPOKEN#1,,,,
SPOKESMAN,,,,
SPONSOR#1,,,,
SPONSOR#2,,,Strong,
SPONTANEOUS,,,Strong,
SPORADIC,,,,Weak
SPORT#1,,,,
SPORT#2,,,,
SPORT#3,,,,
SPOT#1,,,,
SPOT#2,,,,
SPOT#3,,,,
SPOT#4,,,,
SPOT#5,,Negativ,,
SPOTLESS,Positiv,,,
SPRAIN,,Negativ,,
SPRANG,,,,
SPRAWL,,,,
SPRAY#1,,,,
SPRAY#2,,,,
SPREAD#1,,,,
SPREAD#2,,,,
SPREADER,,,,
SPRIGHTLY,Positiv,,Strong,
SPRING#1,,,,
SPRING#2,,,,
SPRING#3,,,,
SPRINKLE,,,,
SPRUNG,,,,
SPUN#1,,,,
SPUN#2,,,,
SPUR#1,,,,
SPUR#2,,,,
SPUTTER,,Negativ,,
SQUAD,,,,
SQUADRON,,,,
SQUALL,,,,
SQUANDER,,Negativ,,
SQUANDOR,,,,
SQUARE,,,,
SQUARELY,Positiv,,Strong,
SQUAT#1,,,,
SQUAT#2,,,,
SQUEEZE#1,,,,
SQUEEZE#2,,,Strong,
SQUIRREL,,,,
STAB,,Negativ,,
STABILITY,Positiv,,Strong,
STABILIZE,Positiv,,Strong,
STABLE,Positiv,,Strong,
STADIUM,,,,
STAFF,,,,
STAGE#1,,,,
STAGE#2,,,,
STAGE#3,,,,
STAGECOACH,,,,
STAGGER,,,,Weak
STAGNANT,,Negativ,,
STAIN,,Negativ,,
STAIR,,,,
STAIRWAY,,,,
STAKE,,,,
STALE,,Negativ,,Weak
STALEMATE,,Negativ,,
STALIN,,,,
STALL#1,,,,
STALL#2,,,,Weak
STAMMER,,Negativ,,
STAMP#1,,,,
STAMP#2,,Negativ,Strong,
STANCE,,,,
STAND#1,,,Strong,
STAND#2,,,Strong,
STAND#3,,,Strong,
STAND#4,,,Strong,
STAND#5,Positiv,,Strong,
STAND#6,,,,
STAND#7,,,Strong,
STANDARD#1,,,,
STANDARD#2,,,,
STANDARDIZE,Positiv,,,
STANDPOINT,,,,
STANDSTILL,,Negativ,,
STAPLE,Positiv,,,
STAR#1,,,,
STAR#2,,,,
STAR#3,,,,
STARE#1,,,,
STARE#2,,,,
STARK,,Negativ,,
START#1,,,,
START#2,,,,
START#3,,,,
START#4,,,,
START#5,,,,
STARTER,,,,
STARTLE,,Negativ,,
STARVATION,,Negativ,,Weak
STARVE,,Negativ,,Weak
STATE#1,,,Strong,
STATE#2,,,,
STATE#3,,,,
STATE#4,,,,
STATE#5,,,,
STATE#6,,,,
STATELY,Positiv,,,
STATEMENT,,,,
STATESMAN,,,Strong,
STATESMEN,,,Strong,
STATIC,,Negativ,,
STATION#1,,,,
STATION#2,,,,
STATION#3,,,,
STATION#4,,,,
STATIONARY,,,,
STATISTICAL,,,,
STATISTICS,,,,
STATUESQUE,Positiv,,Strong,
STATUS#1,,,,
STATUS#2,,,,
STATUTE,,,,
STATUTORY,,,,
STAUNCH,Positiv,,Strong,
STAUNCHNESS,Positiv,,Strong,
STAY#1,,,,
STAY#2,,,,
STEADFAST,Positiv,,Strong,
STEADFASTNESS,Positiv,,Strong,
STEADILY,,,Strong,
STEADINESS,Positiv,,Strong,
STEADY,Positiv,,Strong,
STEAK,,,,
STEAL#1,,Negativ,,
STEAL#2,,Negativ,,
STEAM#1,,,,
STEAM#2,,,,
STEAMER,,,,
STEEL,,,Strong,
STEEP,,,,
STEER#1,,,,
STEER#2,,,,
STEM#1,,,,
STEM#2,,,,
STEP#1,,,,
STEP#2,,,,
STEP#3,,,Strong,
STEP#4,,,,
STEPPES,,,,
STEREO,,,,
STEREOTYPE,,,,
STERLING,,,,
STERN,,Negativ,Strong,
STICK#1,,,,
STICK#2,,,Strong,
STICK#3,,,Strong,
STICK#4,,,,Weak
STICK#5,,,Strong,
STICK#6,,Negativ,,
STIFF,,,Strong,
STIFFLY,,,Strong,
STIFLE,,Negativ,Strong,
STIGMA,,Negativ,,
STILL#1,,,,
STILL#2,,,,
STILL#3,,,,
STILL#4,,,,
STILL#5,,,Strong,
STIMULATE,Positiv,,,
STIMULATION,Positiv,,,
